大学八级英语单词|abase|英[ə'beɪs] 美[ə'beɪs]|v.降低……的地位；降低……的品格；贬低|The president is not willing to abase himself before the nation.|总统不愿在全国人民面前降低自己的威信。|大学八级英语单词
大学八级英语单词|bracing|英['breɪsɪŋ] 美['breɪsɪŋ]|n.撑杆；支撑<br>adj.令人振奋的；提神的<br>动词 brace 的现在分词。|Transverse bracing was installed between the two shafts.<br>A little bracing roughness is better than spoiling him.|两根立柱之间设置了横撑。<br>令人精神振作的微弱粗暴比娇宠他要好得多。|大学八级英语单词
大学八级英语单词|bracket|英['brækɪt] 美['brækɪt]|n.档次；括号；支架<br>vt.支撑；放在括号内；归入一类|Their incomes are brought into a higher bracket.<br>Put your name in brackets at the top of each page.<br>The worker fixed a bracket on the wall.<br>You'd better bracket those shelves with two-by-fours.<br>I think you should bracket this word.<br>Most English people bracket American and Canadian accents together.<br>It is unfair to bracket together those who cannot work with those who will not.|他们的收入已进入一个较高的等级段。<br>把你的名字填写在每页上端的括号内。<br>工人在墙上固定了一个支架。<br>你最好用截面为 2 英寸×4英寸的木材为那些架子做托架。<br>我认为你应该给这个字加上括号。<br>大多数英国人都把美国音和加拿大音相提并论。<br>把不能工作的人和不愿工作的人等同看待是不公平的。|大学八级英语单词
大学八级英语单词|braid|英[breɪd] 美[breɪd]|n.辫子；穗带<br>v.编辫子；编织；镶缀|She wears her hair in braids.<br>The general's uniform was trimmed with gold braid.<br>She braids her hair every morning.<br>Ralph tried to braid a belt from strips of leather.<br>She braided the neckline, hem and cuffs of the dress.|她把她的头发编成辫子。<br>将官的制服饰有金色的穗带。<br>她每天早晨都梳辫子。<br>雷夫试着把一条条的皮革编织成一条皮带。<br>她用穗带装饰连衣裙的领口、摺边和袖口。|大学八级英语单词
大学八级英语单词|brash|英[bræʃ] 美[bræʃ]|adj.鲁莽的；自以为是的；无礼的；俗气的；易碎的<br>n.胃灼热；骤雨；碎石堆|His brash answers annoyed the interviewers.<br>Don't you think that suit's a bit brash for a funeral?<br>He was wearing a rather brash tie.|他回答问题自以为是，面试的人感到很不痛快。<br>难道你不认为那套衣服对于葬礼而言有点无礼吗？<br>他系著一条颇为显眼的领带。|大学八级英语单词
大学八级英语单词|brassy|英['brɑːsi] 美['bræsi]|adj.刺耳的；似黄铜的；厚脸皮的|Her brassy voice could be heard from down the street.|她尖锐的声音从街上传来。|大学八级英语单词
大学八级英语单词|brattish|英[b'rætɪʃ] 美[b'rætɪʃ]|adj.（小孩）讨厌的；不礼貌的；不听话的；宠坏的|The brattish behavior of the spoiled child annoyed the other guests at the party.|这个被宠坏的孩子的恶劣行为惹恼了聚会上的其他客人。|大学八级英语单词
大学八级英语单词|bravado|英[brə'vɑːdəʊ] 美[brə'vɑːdoʊ]|n.作威；虚张声势|His bravado cost him the job.<br>He needs no bravado to mesmerize spectators.|他的这种张狂气势令他丢了工作机会。<br>他不需要虚张声势给观众催眠。|大学八级英语单词
大学八级英语单词|bravura|英[brə'vjʊərə] 美[brə'vjʊrə]|n.华美的乐曲；勇敢大胆的表现<br>adj.雄壮华丽的；气势磅礴的|This picture has a bravura of execution.|这幅画作风大胆。|大学八级英语单词
大学八级英语单词|brazen|英['breɪzn] 美['breɪzn]|adj.厚颜无耻的；明目张胆的；响而刺耳的；黄铜（制）的<br>v.厚着脸皮做；使变得无耻；无耻地对待|It was brazen of him to say so.<br>Her toleration of his brazen attitude is enough to show her great tolerance.<br>The case of the pesticide plant reflects brazen discrimination.<br>He was startled by the brazen notes of the horns.<br>Some people prefer to brazen a thing out rather than admit defeat.|他这样说真是无耻。<br>她容忍了他厚颜无耻的态度，足以显示她的宽容。<br>杀虫剂厂的案例反映了一种明目张胆的歧视态度。<br>喇叭洪亮的声音把他吓了一跳。<br>有的人不愿承认失败，而是宁肯厚着脸皮干下去。|大学八级英语单词
大学八级英语单词|breach|英[briːtʃ] 美[briːtʃ]|n.破坏；违背；决裂；裂口；（浪的）冲击<br>v.违反；突破；在……上打开缺口|Union officials denounced the action as a breach of the agreement.<br>You are in breach of your contract.<br>It caused a lifelong breach with his father.<br>The huge waves made a breach in the sea wall.<br>He never do the things breach the benefits of group.|工会负责人谴责这一行动破坏了协议。<br>你违反了你签的合同。<br>这使得他们父子终身失和。<br>大浪在堤上冲出一个缺口。<br>他不做任何违背集体利益的事。|大学八级英语单词
大学八级英语单词|breezeway|英['briːzweɪ] 美['briːzweɪ]|n.有屋顶的通路|Children at play on the stone benches in the breezeway of the Dr.<br>Also an enclosed breezeway with hot tub included leads to workshop and garage.|图1：为小朋友在国父纪念馆走廊的石凳玩。<br>另外一个封闭的热水浴，包括通往工厂和车库。|大学八级英语单词
大学八级英语单词|brevity|英['brevəti] 美['brevəti]|n.短暂；简短；简洁|Those who make the worst use of their time are the first to complain of its brevity.<br>That, and the relative brevity and insecurity of modern jobs, means your CV has to work harder than ever.<br>I decided that brevity would be as much appreciated as eloquence.<br>Its virtue resides in its clarity and brevity.<br>His style is characterized by brevity.|最拙劣地滥用时间的人，首先抱怨时间短暂。<br>再加上如今工作相对短暂和不安定，意味着你必须在简历上花费比以往更多的心思。<br>我感到简短肯定和言辞动听一样受人们赞赏。<br>它的优点在于清晰简洁。<br>简洁是他的文体的特色。|大学八级英语单词
大学八级英语单词|broach|英[brəʊtʃ] 美[broʊtʃ]|n.烧叉肉；叉子；凿子；拉刀<br>n.胸针（=brooch）<br>vt.钻孔开启；凿大；初次提起；开始商讨<br>vi.（船）突然横转|I will broach your idea to the committee.<br>Let's broach another bottle of wine.<br>He broached the subject of a loan with his bank manager.|我要把你的想法提交委员会考虑。<br>我们再打开一瓶酒吧。<br>他向银行经理提出贷款问题。|大学八级英语单词
大学八级英语单词|bromide|英['brəʊmaɪd] 美['broʊmaɪd]|n.[化]溴化物；溴化物镇静剂；陈词滥调；令人讨厌的人；庸俗的人|He took some bromide to calm his nerves.|他服用一些镇静剂来松弛神经。|大学八级英语单词
大学八级英语单词|browbeat|英['braʊbiːt] 美['braʊbiːt]|v.威吓；恫吓|He tried to browbeat his friends into agreeing.|他试图威吓他的朋友让他们同意。|大学八级英语单词
大学八级英语单词|bruit|英[bruːt] 美[bruːt]|vt.散播|Much bruit, little fruit.<br>It's been bruited about that ...<br>The news of the impending marriage was bruited abroad.|讲空话，不办实事。<br>到处传播……<br>婚期临近的消息传遍了各处。|大学八级英语单词
大学八级英语单词|buck|英[bʌk] 美[bʌk]|n.<俚>一美元<br>n.钱；雄鹿；雄兔；（鹿皮等）制物；<美口>年轻男子<br>v.马弓背踢后腿挑起；抵制；振作|People want to make a quick buck.<br>The buck shook his antlers ferociously.<br>The buck jumped into the woods before the hunter raised his gun.<br>Both buck and doe have a little gait and both their eyelids palpitate.<br>The horse may still buck, but now the peeler can start topping it off.<br>This news will buck her up a lot.<br>Buck up! Things aren't as bad as you think.|人人都想赚容易钱。<br>那雄鹿猛烈地摇动他的鹿角。<br>还没等猎人举起枪来那只雄鹿就跳进了树林。<br>雄兔脚扑朔，雌兔眼迷离。<br>虽然那匹马还会猛然弯背跃起，但现在驯马者可以结束对它的驯服工作了。<br>这个消息将使她大大振作起来。<br>振作起来！事情不像你想象的那么糟。|大学八级英语单词
大学八级英语单词|bucolic|英[bjuː'kɒlɪk] 美[bjuː'kɑːlɪk]|adj.乡村的；田园的；牧羊的；牧民的|It is a bucolic refuge in the midst of a great bustling city.<br>A few gentleman farmers with plenty of money can still escape to the bucolic life.|它是处在繁华的大城市之中的世外桃源。<br>只有少数殷实的绅士仍然可以避居乡间过着田园生活。|大学八级英语单词
大学八级英语单词|budge|英[bʌdʒ] 美[bʌdʒ]|v.移动；妥协<br>n.羔皮<br>adj. <古>浮夸的；庄严的|A cell can budge, however, only if it is able to synthesize a cytoskeleton, the network of fibers that gives it structural support.<br>Negotiations with the People's Alliance for Democracy have begun, but its leaders say they won't budge and will fight to the death.|可是细胞要想移动，它就必须合成细胞骨架，利用这种纤维网络才可支撑其结构。<br>同人民民主联盟的磋商已经开始，但是民盟领导人表示他们不会妥协，相反，他们会奋战到死。|大学八级英语单词
大学八级英语单词|buffoon|英[bə'fuːn] 美[bə'fuːn]|n.丑角；缺乏教养之人|The man painted his hair into blue,looking like a buffoon.<br>He is far more than the blustering buffoon who was on the stage on Monday.|那人的头发染成了艳绿色，看上去像个小丑。<br>本周一他在记者会上的表现犹如一个口无遮拦的跳梁小丑，但是赖特绝不止这么简单。|大学八级英语单词
大学八级英语单词|bulge|英[bʌldʒ] 美[bʌldʒ]|n.膨胀；暴增<br>v.膨胀；充满|The apple made a bulge in his pocket.<br>The gun caused a bulge in his jacket.<br>The baby boom created a bulge in school enrollment.<br>After the war there was a bulge in the birth rate.<br>My pockets were bulging with apples.<br>I can't eat any more; my stomach is bulging.<br>Bookstores bulge with memory-improvement guides.|苹果把他口袋塞得鼓了起来。<br>藏在衣服内的枪使他的上衣鼓出一块。<br>生育高峰造成学校入学人数的暴涨<br>战后出生率激增。<br>我的口袋因装着苹果而鼓起来了。<br>我一点也吃不下，肚子都鼓起来了。<br>书店大力销售提高记忆力导读方面的书籍。|大学八级英语单词
大学八级英语单词|bully|英['bʊli] 美['bʊli]|n.欺凌弱小者；开球<br>vt.恐吓；威胁；欺负|The little girl stood up to a bully.<br>The bully whacked my brother with a stick.<br>Leave that little girl alone, you big bully!<br>You are not discreet; you mustn't bully me.<br>The manager tried to bully his men into working harder by threatening them with dismissal.<br>Fahmy had come both to charm and to bully me.<br>It is wrong of you to bully the child.<br>He was bullied by the older boys at school.<br>You've got no right at all to bully the weak.|小女孩勇敢地对付暴徒。<br>那恶棍用棒头狠揍我兄弟。<br>离那小姑娘远点儿，你这个大坏蛋！<br>你真不客气，你休想恐吓我。<br>经理企图以解雇来威胁，迫使职工更卖力气。<br>法赫米这次来是要对我软硬兼施。<br>你不该欺侮那个孩子。<br>他在学校里受到大孩子的欺负。<br>你根本没有权利欺侮弱者。|大学八级英语单词
大学八级英语单词|bumptious|英['bʌmpʃəs] 美['bʌmpʃəs]|adj.自吹自擂的；傲慢的|His classmates called him a show-off because of his bumptious airs.|由于他老是装出一副自以为是的架势，所以同学们就叫他「自大的夜郎」。|大学八级英语单词
